origin,target,diesel_ret,h_static,h_rolling,basket_DBO,basket_HOUSD,basket_RBUSD,vol_ratio,multiplier,cost_shock,net_unhedged,net_static_DBO,net_rolling_DBO,net_basket,net_bvar_basket
2022-08-31,2022-09-30,-0.04518961580708125,0.30208374082439127,0.2957874350376161,0.20085556736796537,0.06924101175445917,0.019482639897023618,0.7398979079017083,0.5,-109538.93776474422,109538.93776474422,31333.556336718917,32963.584468317305,40323.59376939715,74931.26576707068
2022-09-30,2022-10-31,0.08392145092569292,0.30208374082439127,0.3034079939608052,0.21901236248152098,0.06275344558195661,0.015062101810672466,0.732638466918955,0.5,217034.84011727024,-217034.84011727024,-146484.7877236511,-146175.51544073562,-125474.79123241379,-171254.81567484202
2022-10-31,2022-11-30,-0.03366162144883389,0.30208374082439127,0.3121951282699908,0.21063417602832038,0.08335072728943228,0.011286674491874265,0.7221698251443119,0.5,-82063.82045012865,82063.82045012865,44189.68497350045,42921.956836507015,13267.06572590809,47665.44308801837
2022-11-30,2022-12-31,-0.1249816123915406,0.30208374082439127,0.31735867271678697,0.21016812443080984,0.08477625768788966,0.010969651304633544,0.7171346084551019,0.5,-291269.53251637134,291269.53251637134,264675.1807824126,263330.4314412199,273790.78116162564,282530.1568389985
2022-12-31,2023-01-31,0.01856151117036209,0.30208374082439127,0.3375138693326545,0.2808779492276579,0.06204816829505291,-0.00885760955573569,0.6891154675020038,0.5,46446.807729042805,-46446.807729042805,-51370.64691900894,-51948.14326084594,-60039.97884983237,-53243.39328943758
2023-01-31,2023-02-28,-0.0736088123955998,0.30208374082439127,0.349721393947714,0.30637079120243166,0.06097646843557175,-0.014493183373929555,0.689290058885217,0.5,-175933.9391316893,175933.9391316893,155116.95070459487,151834.17728866768,136601.03210089053,156267.4856162899
2023-02-28,2023-03-31,-0.039425671277327545,0.30208374082439127,0.35446970476497053,0.29471433590895274,0.07811914247216653,-0.018737412101763783,0.6835047320229384,0.5,-95841.09610308913,95841.09610308913,89723.33484405196,88662.42100658959,79259.2695018727,87550.18280248091
2023-03-31,2023-04-30,-0.012431604342145297,0.30208374082439127,0.3436333662402109,0.32093621205713024,0.07269312028979517,-0.04919978843389981,0.7112792166439482,0.5,-30629.23934108546,30629.23934108546,39881.460984385856,41154.043025690575,27284.22936323307,28956.734352159263
2023-04-30,2023-05-31,-0.055990416821823485,0.30208374082439127,0.33001999610130617,0.3347847720956704,0.08781739914124988,-0.07301241710622225,0.7218910375340707,0.5,-134995.09443218028,134995.09443218028,64927.0267511327,58447.236014444876,52615.37697131137,93805.23570174583
2023-05-31,2023-06-30,-0.01410681700818106,0.30208374082439127,0.38722095357124575,0.2834641043690655,0.11520685569386724,-0.00012621434456771354,0.7125108257965935,0.5,-34727.626459143845,34727.626459143845,76738.61790232666,88578.70802582576,98203.0871231241,66465.35679113396
